,TransactionId,UserId,VisitYear,VisitMonth,VisitMode,Rating,user_continent_id,user_region_id,user_country_id,user_city_id,AttractionId,AttractionCityId,AttractionTypeId,attraction_countryid,attraction_regionid,attraction_continentid
888,1777,40766,2019,6,5,5,5,18,138,693.0,640,1,63,1,1,1
889,1778,62348,2019,6,4,3,4,16,115,5671.0,640,1,63,1,1,1
890,1779,2761,2019,5,5,4,5,21,163,8137.0,640,1,63,1,1,1
891,1780,40578,2019,6,2,4,4,15,109,4940.0,640,1,63,1,1,1
892,1781,24069,2019,6,4,4,2,8,51,2064.0,640,1,63,1,1,1
893,1784,1810,2019,6,3,5,3,12,86,2564.0,640,1,63,1,1,1
894,1785,53211,2019,6,2,4,3,12,89,2617.0,640,1,63,1,1,1
895,1788,1356,2019,3,2,5,5,21,163,9127.0,640,1,63,1,1,1
896,1789,32748,2019,6,2,5,5,21,163,8388.0,640,1,63,1,1,1
897,1791,10257,2019,6,5,3,3,12,87,2584.0,640,1,63,1,1,1
898,1792,63547,2019,6,5,4,1,4,22,175.0,640,1,63,1,1,1
899,1793,68677,2019,5,2,4,2,8,51,783.0,640,1,63,1,1,1
900,1794,5604,2019,6,2,5,2,8,51,859.0,640,1,63,1,1,1
901,1795,46853,2019,3,5,4,2,8,51,859.0,640,1,63,1,1,1
902,1797,8733,2019,5,2,5,2,8,51,1367.0,640,1,63,1,1,1
903,1798,48721,2019,5,2,5,1,4,22,191.0,640,1,63,1,1,1
904,1799,84319,2019,5,3,4,3,13,93,2745.0,640,1,63,1,1,1
905,1800,69373,2019,5,4,5,2,8,51,1552.0,640,1,63,1,1,1
906,1801,24809,2019,4,2,5,5,17,131,6129.0,640,1,63,1,1,1
907,1802,1589,2019,5,2,1,4,15,109,898.0,640,1,63,1,1,1
908,1803,83963,2019,5,4,5,5,21,163,8340.0,640,1,63,1,1,1
909,1807,8307,2019,5,3,3,3,14,106,3551.0,640,1,63,1,1,1
910,1808,43954,2019,5,5,4,4,15,109,4940.0,640,1,63,1,1,1
911,1810,44673,2019,5,5,4,4,15,109,1434.0,640,1,63,1,1,1
912,1811,16787,2019,5,2,5,5,21,163,426.0,640,1,63,1,1,1
913,1815,46214,2019,5,3,3,3,13,93,2708.0,640,1,63,1,1,1
914,1816,6882,2019,4,3,5,2,8,51,978.0,640,1,63,1,1,1
915,1817,53385,2018,11,2,4,2,8,48,545.0,640,1,63,1,1,1
916,1818,23213,2019,5,2,5,4,15,109,535.0,640,1,63,1,1,1
917,1819,5553,2019,5,3,5,5,21,163,426.0,640,1,63,1,1,1
918,1820,18701,2019,5,2,4,5,20,151,6867.0,640,1,63,1,1,1
919,1821,34913,2019,4,3,5,5,21,160,968.0,640,1,63,1,1,1
920,1823,30045,2019,5,4,5,2,8,51,652.0,640,1,63,1,1,1
921,1824,65568,2019,5,2,5,2,8,51,1828.0,640,1,63,1,1,1
922,1825,53887,2018,6,2,4,3,13,93,2690.0,640,1,63,1,1,1
923,1826,76965,2019,5,2,4,3,14,106,3551.0,640,1,63,1,1,1
924,1827,35209,2019,5,2,3,5,21,163,426.0,640,1,63,1,1,1
925,1828,88042,2019,5,2,5,5,21,163,8183.0,640,1,63,1,1,1
926,1829,16030,2019,5,2,4,5,21,163,426.0,640,1,63,1,1,1
927,1830,7463,2019,4,2,5,5,17,125,5925.0,640,1,63,1,1,1
928,1831,37765,2019,4,5,3,5,21,163,426.0,640,1,63,1,1,1
929,1832,67571,2019,4,4,5,2,9,55,2229.0,640,1,63,1,1,1
930,1833,12482,2019,4,4,5,3,12,89,2623.0,640,1,63,1,1,1
931,1834,61561,2019,4,2,5,5,19,145,6656.0,640,1,63,1,1,1
932,1835,65790,2019,4,2,5,3,14,107,3631.0,640,1,63,1,1,1
933,1836,17990,2019,3,2,5,5,21,163,8257.0,640,1,63,1,1,1
934,1837,41226,2019,4,4,4,5,21,158,7210.0,640,1,63,1,1,1
935,1838,74746,2019,4,3,4,5,21,163,8250.0,640,1,63,1,1,1
936,1839,26160,2019,4,2,5,5,21,163,4575.0,640,1,63,1,1,1
937,1840,73698,2019,4,2,4,5,21,163,972.0,640,1,63,1,1,1
938,1841,4599,2019,4,2,2,5,21,163,521.0,640,1,63,1,1,1
939,1842,13249,2019,4,3,5,1,3,14,50.0,640,1,63,1,1,1
940,1843,80905,2019,4,4,4,2,8,48,306.0,640,1,63,1,1,1
941,1844,82571,2019,4,4,4,4,15,109,3915.0,640,1,63,1,1,1
942,1846,7260,2019,4,4,4,3,12,87,2569.0,640,1,63,1,1,1
943,1847,16962,2019,4,3,4,3,14,101,3098.0,640,1,63,1,1,1
944,1848,32789,2019,4,3,5,3,14,105,3474.0,640,1,63,1,1,1
945,1850,18954,2019,4,4,4,4,15,109,4303.0,640,1,63,1,1,1
946,1851,59249,2019,4,5,5,2,8,51,1552.0,640,1,63,1,1,1
947,1852,79452,2019,4,3,5,5,21,163,426.0,640,1,63,1,1,1
948,1855,14346,2019,4,2,2,2,8,51,1798.0,640,1,63,1,1,1
949,1856,49560,2019,4,3,5,5,21,163,8743.0,640,1,63,1,1,1
950,1857,56563,2019,4,3,4,5,21,163,141.0,640,1,63,1,1,1
951,1858,75431,2019,3,3,4,4,15,109,1434.0,640,1,63,1,1,1
952,1859,80090,2019,3,2,3,5,21,163,426.0,640,1,63,1,1,1
953,1860,29371,2019,4,3,4,1,4,22,107.0,640,1,63,1,1,1
954,1862,43660,2019,2,2,4,4,16,115,390.0,640,1,63,1,1,1
955,1863,59983,2019,4,4,3,3,13,93,2690.0,640,1,63,1,1,1
956,1864,27176,2019,3,4,5,4,15,109,535.0,640,1,63,1,1,1
957,1865,81678,2019,4,3,5,2,8,48,468.0,640,1,63,1,1,1
958,1866,62979,2019,4,4,5,2,8,51,1461.0,640,1,63,1,1,1
959,1867,7223,2019,4,2,4,3,14,106,3551.0,640,1,63,1,1,1
960,1868,82203,2019,4,3,5,4,15,109,4811.0,640,1,63,1,1,1
961,1869,42154,2019,4,3,4,4,15,109,3915.0,640,1,63,1,1,1
962,1870,84819,2019,3,5,5,2,8,51,1806.0,640,1,63,1,1,1
963,1871,27932,2019,3,2,5,3,12,88,2605.0,640,1,63,1,1,1
964,1872,30745,2019,3,2,5,4,16,115,5488.0,640,1,63,1,1,1
965,1874,79577,2019,3,2,4,5,21,163,9009.0,640,1,63,1,1,1
966,1875,61892,2019,3,4,4,4,15,109,3915.0,640,1,63,1,1,1
967,1877,77974,2018,11,2,5,5,20,147,6728.0,640,1,63,1,1,1
968,1878,64362,2019,3,5,5,2,8,51,1552.0,640,1,63,1,1,1
969,1879,63186,2019,3,2,4,2,8,48,499.0,640,1,63,1,1,1
970,1880,84478,2018,11,2,5,3,13,93,2708.0,640,1,63,1,1,1
971,1881,59962,2019,3,2,5,5,21,163,426.0,640,1,63,1,1,1
972,1882,76574,2019,3,2,4,5,17,130,6117.0,640,1,63,1,1,1
973,1883,60360,2019,3,3,4,3,14,106,3551.0,640,1,63,1,1,1
974,1884,27838,2019,3,2,5,3,12,89,2623.0,640,1,63,1,1,1
975,1885,44807,2019,3,4,5,4,15,109,4411.0,640,1,63,1,1,1
976,1886,14351,2019,3,2,3,5,17,127,6062.0,640,1,63,1,1,1
977,1887,34088,2019,3,5,4,4,15,109,535.0,640,1,63,1,1,1
978,1888,1252,2019,3,2,5,4,15,109,5024.0,640,1,63,1,1,1
979,1890,33386,2019,3,5,3,3,14,107,3577.0,640,1,63,1,1,1
980,1891,44015,2019,3,2,4,5,21,163,1396.0,640,1,63,1,1,1
981,1892,34213,2019,2,3,3,5,21,163,426.0,640,1,63,1,1,1
982,1893,31911,2019,2,2,2,2,8,51,1018.0,640,1,63,1,1,1
983,1894,48898,2019,1,3,4,2,8,51,1552.0,640,1,63,1,1,1
984,1895,79005,2019,3,5,3,4,16,115,5488.0,640,1,63,1,1,1
985,1896,58074,2019,2,5,3,2,8,48,545.0,640,1,63,1,1,1
986,1897,33521,2018,5,2,4,4,15,109,1434.0,640,1,63,1,1,1
987,1898,41682,2019,2,2,5,3,12,87,2570.0,640,1,63,1,1,1
988,1899,54567,2019,3,2,5,2,8,48,441.0,640,1,63,1,1,1
989,1900,19862,2019,2,3,4,4,15,109,3827.0,640,1,63,1,1,1
990,1901,9094,2019,3,2,5,2,8,51,741.0,640,1,63,1,1,1
991,1902,80442,2019,3,2,5,5,21,163,8144.0,640,1,63,1,1,1
992,1903,48666,2019,2,2,5,2,7,43,276.0,640,1,63,1,1,1
993,1907,79420,2019,3,2,4,5,21,163,8969.0,640,1,63,1,1,1
994,1908,40158,2019,2,2,3,2,8,51,1731.0,640,1,63,1,1,1
995,1909,37763,2019,1,4,5,2,8,51,1937.0,640,1,63,1,1,1
996,1910,68174,2018,8,4,4,3,13,93,2835.0,640,1,63,1,1,1
997,1911,22581,2019,2,2,4,4,15,109,532.0,640,1,63,1,1,1
998,1913,8985,2019,2,2,5,5,21,163,426.0,640,1,63,1,1,1
999,1914,877,2019,2,2,3,4,15,109,4940.0,640,1,63,1,1,1
1000,1915,26369,2018,11,4,4,2,8,51,1317.0,640,1,63,1,1,1
1001,1918,66211,2019,2,4,4,3,14,106,3551.0,640,1,63,1,1,1
1002,1920,39016,2019,2,5,4,4,15,109,4940.0,640,1,63,1,1,1
1003,1921,20490,2019,1,4,5,4,15,109,3976.0,640,1,63,1,1,1
1004,1922,51754,2019,2,2,5,2,8,51,1736.0,640,1,63,1,1,1
1005,1923,37253,2019,2,3,4,5,19,142,6543.0,640,1,63,1,1,1
1006,1924,51891,2019,2,2,5,4,15,109,4998.0,640,1,63,1,1,1
1007,1925,33054,2019,2,2,5,2,8,48,545.0,640,1,63,1,1,1
1008,1926,86722,2019,2,4,5,2,8,51,1783.0,640,1,63,1,1,1
1009,1927,32611,2019,2,2,3,3,12,87,2584.0,640,1,63,1,1,1
1010,1928,7949,2019,2,2,4,5,21,163,8180.0,640,1,63,1,1,1
1011,1929,14695,2019,2,3,4,3,14,103,3354.0,640,1,63,1,1,1
1012,1930,9582,2019,2,2,4,4,15,109,5321.0,640,1,63,1,1,1
1013,1931,70648,2018,3,3,3,5,21,163,426.0,640,1,63,1,1,1
1014,1932,11377,2018,12,2,5,5,20,150,6786.0,640,1,63,1,1,1
1015,1933,78664,2019,1,4,5,4,15,109,4118.0,640,1,63,1,1,1
1016,1934,50820,2019,1,2,1,2,8,51,929.0,640,1,63,1,1,1
1017,1935,5318,2019,2,2,5,2,8,48,545.0,640,1,63,1,1,1
1018,1937,50039,2018,3,4,4,4,15,109,3915.0,640,1,63,1,1,1
1019,1938,54245,2019,2,2,5,3,11,69,2298.0,640,1,63,1,1,1
1020,1939,6297,2019,2,2,2,3,14,106,3551.0,640,1,63,1,1,1
1021,1940,23355,2019,2,2,4,3,14,106,3551.0,640,1,63,1,1,1
1022,1941,21293,2019,2,3,3,4,15,109,161.0,640,1,63,1,1,1
1023,1942,80642,2019,2,3,2,3,11,69,2279.0,640,1,63,1,1,1
1024,1944,48161,2018,10,2,5,5,21,163,8317.0,640,1,63,1,1,1
1025,1945,68817,2019,1,5,4,4,15,109,1434.0,640,1,63,1,1,1
1026,1946,60346,2019,1,3,4,4,15,109,3915.0,640,1,63,1,1,1
1027,1947,50711,2019,1,2,5,4,15,109,3915.0,640,1,63,1,1,1
1028,1948,21830,2019,1,5,5,1,4,22,136.0,640,1,63,1,1,1
1029,1950,75049,2018,11,4,3,2,8,51,859.0,640,1,63,1,1,1
1030,1951,49087,2019,1,2,4,1,4,22,209.0,640,1,63,1,1,1
1031,1952,52602,2018,12,2,5,5,21,163,426.0,640,1,63,1,1,1
1032,1953,19222,2018,12,2,4,4,15,109,1434.0,640,1,63,1,1,1
1033,1954,45252,2019,1,2,5,5,17,124,5802.0,640,1,63,1,1,1
1034,1955,47232,2019,1,2,5,4,16,115,5506.0,640,1,63,1,1,1
1035,1956,58494,2018,12,3,4,3,14,106,3551.0,640,1,63,1,1,1
1036,1957,67866,2019,1,2,4,2,8,51,1552.0,640,1,63,1,1,1
1037,1958,35503,2019,1,5,3,5,21,163,9009.0,640,1,63,1,1,1
1038,1959,46875,2019,1,2,4,2,8,51,871.0,640,1,63,1,1,1
1039,1961,6828,2018,12,2,4,4,15,109,532.0,640,1,63,1,1,1
1040,1962,85422,2019,1,2,5,4,16,115,5671.0,640,1,63,1,1,1
1041,1964,74698,2018,11,3,4,4,15,109,4940.0,640,1,63,1,1,1
1042,1965,38069,2018,12,3,4,3,14,106,3551.0,640,1,63,1,1,1
1043,1966,65270,2019,1,2,5,5,21,163,8462.0,640,1,63,1,1,1
1044,1969,81630,2018,7,4,4,5,21,163,5170.0,640,1,63,1,1,1
1045,1970,6606,2018,11,2,4,5,21,163,7933.0,640,1,63,1,1,1
1046,1971,53410,2018,12,3,5,3,12,89,2617.0,640,1,63,1,1,1
1047,1973,33310,2018,12,3,4,5,21,163,426.0,640,1,63,1,1,1
1048,1974,16747,2018,12,2,5,2,8,51,1993.0,640,1,63,1,1,1
1049,1975,2984,2018,12,2,5,4,15,109,1108.0,640,1,63,1,1,1
1050,1977,20176,2018,12,2,1,4,15,109,1434.0,640,1,63,1,1,1
1051,1978,20798,2018,12,3,5,4,16,115,5488.0,640,1,63,1,1,1
1052,1979,83324,2018,12,3,1,2,9,54,2195.0,640,1,63,1,1,1
1053,1980,14267,2018,12,2,5,2,8,48,335.0,640,1,63,1,1,1
1054,1982,15376,2018,12,2,5,5,21,163,9041.0,640,1,63,1,1,1
1055,1984,39140,2018,12,3,3,3,13,94,2933.0,640,1,63,1,1,1
1056,1985,13965,2018,12,3,3,5,21,162,7864.0,640,1,63,1,1,1
1057,1986,8688,2018,12,5,5,2,8,48,468.0,640,1,63,1,1,1
1058,1987,14660,2018,12,4,5,5,18,138,693.0,640,1,63,1,1,1
1059,1988,27853,2018,12,2,5,5,21,163,7994.0,640,1,63,1,1,1
1060,1989,62274,2018,9,5,4,5,21,163,5189.0,640,1,63,1,1,1
1061,1990,79954,2018,12,2,5,5,21,163,8389.0,640,1,63,1,1,1
1062,1991,51045,2018,12,5,5,3,14,107,3577.0,640,1,63,1,1,1
1063,1993,31864,2018,12,4,5,5,21,163,426.0,640,1,63,1,1,1
1064,1995,86684,2018,12,4,5,2,8,51,1862.0,640,1,63,1,1,1
1065,1996,64335,2018,11,4,5,5,21,160,7580.0,640,1,63,1,1,1
1066,1997,30965,2018,11,2,4,5,21,163,4853.0,640,1,63,1,1,1
1067,1998,51069,2018,12,2,5,2,8,51,1310.0,640,1,63,1,1,1
1068,1999,20728,2018,11,5,3,3,11,69,2266.0,640,1,63,1,1,1
1069,2000,56618,2018,12,4,5,3,12,89,2623.0,640,1,63,1,1,1
1070,2002,30747,2018,12,2,4,4,15,109,535.0,640,1,63,1,1,1
1071,2003,12247,2018,11,2,5,5,21,163,521.0,640,1,63,1,1,1
1072,2004,49290,2018,11,3,5,3,14,101,3285.0,640,1,63,1,1,1
1073,2005,21340,2018,11,2,5,1,4,22,114.0,640,1,63,1,1,1
1074,2006,26948,2018,11,5,5,2,9,54,2206.0,640,1,63,1,1,1
1075,2007,25754,2018,11,2,4,5,21,163,1011.0,640,1,63,1,1,1
1076,2008,81485,2018,11,2,5,5,21,163,1320.0,640,1,63,1,1,1
1077,2009,9159,2018,11,2,3,3,14,103,3381.0,640,1,63,1,1,1
1078,2011,7869,2018,11,5,5,4,15,109,3973.0,640,1,63,1,1,1
1079,2014,54885,2018,11,2,5,5,21,163,8754.0,640,1,63,1,1,1
1080,2015,79536,2018,11,2,3,5,20,151,6912.0,640,1,63,1,1,1
1081,2018,81669,2018,11,2,5,2,8,51,1663.0,640,1,63,1,1,1
1082,2021,19920,2018,11,4,4,2,8,51,1806.0,640,1,63,1,1,1
1083,2022,83652,2018,11,2,5,2,8,51,698.0,640,1,63,1,1,1
1084,2023,50241,2018,11,3,3,4,15,109,3915.0,640,1,63,1,1,1
1085,2024,61643,2018,11,3,4,3,13,93,2665.0,640,1,63,1,1,1
1086,2027,74307,2018,10,4,5,2,8,51,2024.0,640,1,63,1,1,1
1087,2028,4867,2018,10,3,4,5,19,142,6540.0,640,1,63,1,1,1
1088,2030,83146,2018,11,2,5,5,21,163,8575.0,640,1,63,1,1,1
1089,2031,1710,2018,11,2,5,5,21,163,1396.0,640,1,63,1,1,1
1090,2032,72742,2018,10,2,5,5,21,163,8953.0,640,1,63,1,1,1
1091,2033,16833,2018,11,4,3,5,17,135,583.0,640,1,63,1,1,1
1092,2034,67846,2018,10,2,3,5,21,163,9027.0,640,1,63,1,1,1
1093,2035,34360,2018,10,3,3,4,15,109,535.0,640,1,63,1,1,1
1094,2036,81720,2017,12,3,4,4,15,109,5251.0,640,1,63,1,1,1
1095,2038,68746,2018,8,4,4,2,8,51,1195.0,640,1,63,1,1,1
1096,2039,10338,2018,10,2,4,4,16,115,5498.0,640,1,63,1,1,1
1097,2040,82192,2018,10,3,3,4,16,115,5487.0,640,1,63,1,1,1
1098,2041,47770,2018,10,4,3,5,21,163,426.0,640,1,63,1,1,1
1099,2042,22464,2018,10,2,4,5,21,163,426.0,640,1,63,1,1,1
1100,2043,20235,2018,10,2,3,4,15,109,5167.0,640,1,63,1,1,1
1101,2044,27600,2018,10,2,3,2,8,51,1085.0,640,1,63,1,1,1
1102,2045,54498,2018,10,2,3,4,15,109,1434.0,640,1,63,1,1,1
1103,2046,23937,2018,10,4,5,2,8,51,2064.0,640,1,63,1,1,1
1104,2047,33331,2018,10,2,5,3,12,89,2623.0,640,1,63,1,1,1
1105,2048,48518,2018,10,5,3,2,8,51,1636.0,640,1,63,1,1,1
1106,2049,41695,2018,10,2,3,3,11,69,2266.0,640,1,63,1,1,1
1107,2050,48105,2018,9,2,5,4,16,115,5671.0,640,1,63,1,1,1
1108,2052,54825,2018,10,4,3,5,21,163,1011.0,640,1,63,1,1,1
1109,2053,84382,2018,10,2,4,5,21,163,426.0,640,1,63,1,1,1
1110,2054,54990,2018,10,2,5,2,8,51,2012.0,640,1,63,1,1,1
1111,2057,8870,2018,10,2,5,5,21,163,426.0,640,1,63,1,1,1
1112,2059,12123,2018,10,2,5,5,21,163,9085.0,640,1,63,1,1,1
1113,2060,24563,2018,10,2,4,2,8,51,1607.0,640,1,63,1,1,1
1114,2061,58739,2018,10,3,3,5,19,141,6484.0,640,1,63,1,1,1
1115,2063,86510,2018,10,2,2,5,21,162,7683.0,640,1,63,1,1,1
1116,2066,66901,2018,10,3,5,5,21,163,8908.0,640,1,63,1,1,1
1117,2068,47924,2018,10,3,5,4,15,109,535.0,640,1,63,1,1,1
1118,2070,82483,2018,10,4,5,4,15,109,535.0,640,1,63,1,1,1
1119,2071,56570,2018,10,2,5,5,20,151,6867.0,640,1,63,1,1,1
1120,2072,23733,2018,10,2,1,3,14,101,3061.0,640,1,63,1,1,1
1121,2075,68981,2018,10,2,5,5,21,163,1743.0,640,1,63,1,1,1
1122,2079,85122,2018,10,4,5,3,14,101,3013.0,640,1,63,1,1,1
1123,2080,63619,2018,10,2,4,5,21,163,426.0,640,1,63,1,1,1
1124,2082,31785,2018,5,3,3,3,14,106,3551.0,640,1,63,1,1,1
1125,2083,61540,2018,9,3,3,2,8,51,669.0,640,1,63,1,1,1
1126,2085,26226,2018,10,2,3,4,16,115,1546.0,640,1,63,1,1,1
1127,2086,87178,2018,9,2,3,2,8,51,2020.0,640,1,63,1,1,1
1128,2087,31991,2018,9,2,5,5,21,163,426.0,640,1,63,1,1,1
1129,2089,23321,2018,9,2,4,5,21,163,9096.0,640,1,63,1,1,1
1130,2091,23060,2018,7,2,5,4,15,109,4974.0,640,1,63,1,1,1
1131,2092,28141,2018,6,2,4,3,12,89,2623.0,640,1,63,1,1,1
1132,2093,45462,2018,10,2,5,5,21,163,9127.0,640,1,63,1,1,1
1133,2094,35651,2018,10,5,5,3,11,69,2292.0,640,1,63,1,1,1
1134,2095,78732,2018,10,2,5,5,21,158,7212.0,640,1,63,1,1,1
1135,2096,48354,2018,9,2,4,5,21,163,9057.0,640,1,63,1,1,1
1136,2097,7448,2018,10,2,4,5,21,163,8927.0,640,1,63,1,1,1
1137,2098,82918,2018,10,2,3,4,15,109,4837.0,640,1,63,1,1,1
1138,2099,82839,2018,9,3,4,4,16,115,5639.0,640,1,63,1,1,1
1139,2102,72416,2018,9,4,5,5,21,163,426.0,640,1,63,1,1,1
1140,2103,65092,2018,9,2,4,5,20,155,7009.0,640,1,63,1,1,1
1141,2104,56764,2018,10,4,5,5,21,163,4575.0,640,1,63,1,1,1
1142,2105,13122,2018,9,4,3,2,8,48,510.0,640,1,63,1,1,1
1143,2108,43409,2018,9,5,5,2,8,51,859.0,640,1,63,1,1,1
1144,2109,13774,2018,9,2,3,5,21,163,7933.0,640,1,63,1,1,1
1145,2110,71199,2018,9,5,3,3,12,81,2537.0,640,1,63,1,1,1
1146,2111,16508,2018,9,2,3,5,21,163,8679.0,640,1,63,1,1,1
1147,2112,62887,2018,9,2,5,5,21,162,7693.0,640,1,63,1,1,1
1148,2113,33332,2018,9,2,3,1,4,22,136.0,640,1,63,1,1,1
1149,2114,60339,2018,9,4,4,5,21,163,426.0,640,1,63,1,1,1
1150,2115,51435,2018,9,2,5,5,21,163,9009.0,640,1,63,1,1,1
1151,2117,11053,2018,9,2,3,5,19,142,6512.0,640,1,63,1,1,1
1152,2119,33601,2018,9,5,4,5,21,162,667.0,640,1,63,1,1,1
1153,2120,52671,2017,10,2,5,2,8,51,785.0,640,1,63,1,1,1
1154,2121,67244,2018,9,4,4,3,14,101,3013.0,640,1,63,1,1,1
1155,2123,7101,2018,9,2,5,5,21,159,7494.0,640,1,63,1,1,1
1156,2124,31867,2018,9,2,4,3,12,89,2623.0,640,1,63,1,1,1
1157,2125,66694,2018,9,4,3,5,21,163,426.0,640,1,63,1,1,1
1158,2126,6293,2018,9,2,3,5,21,163,3803.0,640,1,63,1,1,1
1159,2127,36382,2018,9,2,5,3,13,93,2856.0,640,1,63,1,1,1
1160,2128,19724,2018,9,3,2,4,15,109,5170.0,640,1,63,1,1,1
1161,2129,73697,2018,9,3,5,4,15,109,5258.0,640,1,63,1,1,1
1162,2131,68750,2018,9,2,5,4,15,109,1434.0,640,1,63,1,1,1
1163,2132,86636,2018,9,3,5,4,16,115,5488.0,640,1,63,1,1,1
1164,2134,23111,2018,6,5,4,4,15,109,535.0,640,1,63,1,1,1
1165,2135,34777,2018,8,2,2,5,21,163,426.0,640,1,63,1,1,1
1166,2136,86633,2018,9,3,4,5,21,163,8186.0,640,1,63,1,1,1
1167,2137,24036,2018,9,2,5,5,21,163,781.0,640,1,63,1,1,1
1168,2139,66647,2018,9,2,4,2,8,51,933.0,640,1,63,1,1,1
1169,2140,51437,2018,9,2,5,2,8,48,580.0,640,1,63,1,1,1
1170,2141,30748,2018,9,3,5,3,14,108,3667.0,640,1,63,1,1,1
1171,2144,6075,2018,9,2,4,2,8,51,698.0,640,1,63,1,1,1
1172,2145,76312,2018,9,2,3,3,12,82,2544.0,640,1,63,1,1,1
1173,2146,73165,2018,9,2,5,5,17,131,6132.0,640,1,63,1,1,1
1174,2147,87883,2018,9,3,5,3,14,106,3551.0,640,1,63,1,1,1
1175,2148,71308,2018,9,4,3,1,4,22,180.0,640,1,63,1,1,1
1176,2150,68557,2018,9,3,1,4,15,109,4940.0,640,1,63,1,1,1
1177,2151,56160,2018,9,2,3,4,15,109,4940.0,640,1,63,1,1,1
1178,2153,17373,2018,7,3,3,4,15,109,4325.0,640,1,63,1,1,1
1179,2154,62467,2018,9,4,5,2,8,51,1737.0,640,1,63,1,1,1
1180,2155,5049,2018,9,3,4,2,8,51,1804.0,640,1,63,1,1,1
1181,2156,71251,2018,9,5,4,4,15,109,4367.0,640,1,63,1,1,1
1182,2157,6712,2018,9,2,5,5,21,163,7950.0,640,1,63,1,1,1
1183,2158,34069,2018,8,3,1,5,21,163,8140.0,640,1,63,1,1,1
1184,2159,62646,2018,9,2,5,5,17,125,5861.0,640,1,63,1,1,1
1185,2160,8405,2018,9,2,3,5,21,162,7857.0,640,1,63,1,1,1
1186,2162,62661,2018,9,5,1,2,8,51,859.0,640,1,63,1,1,1
1187,2165,42232,2018,9,2,3,3,11,69,2298.0,640,1,63,1,1,1
1188,2166,64988,2018,8,2,5,3,12,76,2486.0,640,1,63,1,1,1
1189,2167,50052,2018,8,3,1,4,16,115,5662.0,640,1,63,1,1,1
1190,2169,83544,2018,8,3,5,4,15,109,4406.0,640,1,63,1,1,1
1191,2170,66695,2018,8,2,5,5,21,163,2118.0,640,1,63,1,1,1
1192,2171,39202,2018,9,2,2,4,15,109,1434.0,640,1,63,1,1,1
1193,2172,75307,2018,8,2,4,5,21,163,1396.0,640,1,63,1,1,1
1194,2173,88144,2018,9,3,3,5,21,163,1276.0,640,1,63,1,1,1
1195,2176,57431,2018,8,5,3,3,13,93,2905.0,640,1,63,1,1,1
1196,2177,76697,2018,8,2,3,5,17,125,5995.0,640,1,63,1,1,1
1197,2178,65661,2018,8,3,5,5,21,163,8217.0,640,1,63,1,1,1
1198,2179,56398,2018,8,5,4,4,15,109,3915.0,640,1,63,1,1,1
1199,2180,82017,2018,5,5,3,5,19,145,1963.0,640,1,63,1,1,1
1200,2181,29371,2018,7,2,2,1,4,22,107.0,640,1,63,1,1,1
1201,2182,55014,2018,8,3,5,5,20,157,7052.0,640,1,63,1,1,1
1202,2183,17887,2018,8,2,5,5,21,163,7957.0,640,1,63,1,1,1
1203,2184,73684,2018,8,5,5,2,8,51,1842.0,640,1,63,1,1,1
1204,2185,59139,2018,8,2,5,5,21,163,8210.0,640,1,63,1,1,1
1205,2188,55042,2018,8,3,5,5,21,158,7289.0,640,1,63,1,1,1
1206,2189,748,2017,9,4,4,3,13,91,2648.0,640,1,63,1,1,1
1207,2190,25609,2018,8,2,4,5,21,163,8795.0,640,1,63,1,1,1
1208,2191,15776,2018,8,4,5,2,8,51,1601.0,640,1,63,1,1,1
1209,2192,24543,2018,4,2,4,2,8,48,545.0,640,1,63,1,1,1
1210,2193,58597,2018,8,4,5,2,8,51,1000.0,640,1,63,1,1,1
1211,2196,45809,2018,8,2,2,2,8,51,1472.0,640,1,63,1,1,1
1212,2197,13704,2018,8,4,3,5,20,157,7052.0,640,1,63,1,1,1
1213,2199,20313,2018,8,3,5,2,8,51,1465.0,640,1,63,1,1,1
1214,2200,55036,2018,8,3,1,5,21,162,7733.0,640,1,63,1,1,1
1215,2202,62937,2018,8,2,5,5,21,163,426.0,640,1,63,1,1,1
1216,2203,71715,2018,7,4,4,5,21,163,8258.0,640,1,63,1,1,1
1217,2204,71416,2018,8,2,5,5,21,163,8774.0,640,1,63,1,1,1
1218,2205,68536,2018,6,3,4,2,8,51,799.0,640,1,63,1,1,1
1219,2206,45770,2017,11,2,4,5,21,163,426.0,640,1,63,1,1,1
1220,2207,86158,2017,10,2,5,5,21,163,818.0,640,1,63,1,1,1
1221,2209,43057,2018,8,4,5,3,14,105,3503.0,640,1,63,1,1,1
1222,2211,48869,2018,8,3,3,3,11,69,2282.0,640,1,63,1,1,1
1223,2212,43213,2018,8,5,1,2,8,51,1376.0,640,1,63,1,1,1
1224,2213,25023,2018,7,2,5,3,11,69,2298.0,640,1,63,1,1,1
1225,2214,67241,2018,7,2,3,4,16,115,390.0,640,1,63,1,1,1
1226,2216,50419,2018,7,3,3,2,8,51,1261.0,640,1,63,1,1,1
1227,2217,33753,2018,8,5,4,4,16,115,5487.0,640,1,63,1,1,1
1228,2218,24002,2018,7,2,4,4,16,115,5487.0,640,1,63,1,1,1
1229,2220,84926,2018,8,3,5,5,21,163,336.0,640,1,63,1,1,1
1230,2222,49496,2018,7,2,5,2,8,51,1942.0,640,1,63,1,1,1
